CYQA   18 36 169
CYQB   06 24 044
CYQB   11 29 098
CYQD   13 31 133
CYQF   17 35 180
CYQF   12 30 130
CYQG   07 25 062
CYQG   12 30 116
CYQH   09 27 110
CYQI   06 24 042
CYQI   15 33 133
CYQK   08 26 077
CYQL   06 24 070
CYQL   13 31 140
CYQM   06 24 044
CYQM   11 29 089
CYQN   09 27 085
CYQQ   12 30 135
CYQQ   18 36 203
CYQR   13 31 138
CYQR   08 26 089
CYQS   09 27 085
CYQS   15 33 145
CYQS   03 21 025
CYQT   07 25 070
CYQT   12 30 120
CYQU   12 30 135
CYQU   07 25 089
CYQV   04 22 044
CYQV   13 31 135
CYQW   12 30 139
CYQW   06 24 078
CYQX   03 21 011
CYQX   13 31 107
CYQY   06 24 046
CYQY   18 36 165
CYQZ   13 31 150
CYRB   17T35T167
CYRC   12 30 106
CYRC   18 36 161
CYRC   06 24 040
CYRI   05 23 033
CYRJ   16 34 143
CYRL   08 26 081
CYRM   13 31 146
CYRO   09 27 076
CYRP   10 28 084
CYRP   04 22 027
CYRQ   05 23 031
CYRT   13T31T129
CYRV   12 30 138
CYSA   05 23 042
CYSA   17 35 162
CYSB   04 22 029
CYSB   12 30 106
CYSC   13 31 119
CYSG   06 24 046
CYSH   06 24 051
CYSH   15 33 137
CYSJ   05 23 030
CYSJ   14 32 121
CYSL   18 36 156
CYSM   12 30 131
CYSM   03 21 041
CYSN   06 24 053
CYSN   01 19 358
CYSN   11 29 096
CYSP   16 34 153
CYSU   05 23 036
CYSW   17 35 185
CYSY   08T26T084
CYSZ   14 32 120
CYTA   17 35 157
CYTE   13T31T127
CYTF   13 31 114
CYTH   06 24 061
CYTH   15 33 151
CYTN   06 24 046
CYTN   10 28 082
CYTR   06 24 051
CYTR   13 31 120
CYTS   03 21 021
CYTS   10 28 090
CYTZ   08 26 069
CYTZ   06 24 048
CYUB   10 28 127
CYUL   06L24R043
CYUL   06R24L041
CYUT   16T34T161
